title,owners,num_reviews,positive,negative,ratio,pos_percent,neg_percent,ccu,median_2weeks,median_forever,average_2weeks,average_forever,been_sale,orig_price,num_tags,num_genres,year_released,rating_val,num_followers,num_languages,has_meta,userscore,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
Jimmy and the Pulsating Mass,16000.000000000002,308,289,19,15.210526315789474,93.83116883116884,6.1688311688311686,1,0,0,0,0,0,14.99,14.0,2.0,2018,9,1652.0,10,1,93.0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunday Rivals,1999.9999999999998,51,48,3,16.0,94.11764705882352,5.88235294117647,0,0,0,0,0,0,14.99,18.0,3.0,2020,8,515.0,10,0,94.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mars 2030,5000.000000000004,78,52,26,2.0,66.66666666666666,33.33333333333333,0,0,38,0,38,0,14.99,5.0,0.0,2017,6,1793.0,10,0,66.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Islander: Town Architect,3999.9999999999995,77,63,14,4.5,81.81818181818183,18.181818181818183,0,0,0,0,0,0,7.99,16.0,2.0,2019,7,1201.0,17,0,81.0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Galaxy of Pen & Paper +1,11999.999999999993,314,231,83,2.783132530120482,73.56687898089172,26.43312101910828,2,0,444,0,444,0,14.99,8.0,2.0,2017,7,3826.0,11,0,73.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blazing Beaks,124000.0000000001,1107,964,143,6.741258741258742,87.08220415537488,12.917795844625113,32,0,933,0,933,0,14.99,20.0,2.0,2019,9,6739.0,20,0,87.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kasi,1999.9999999999998,67,65,2,32.5,97.01492537313433,2.9850746268656714,3,0,0,0,0,0,4.99,13.0,2.0,2021,9,622.0,12,0,97.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pixel Privateers,79000.00000000006,876,619,257,2.4085603112840466,70.662100456621,29.337899543379,1,0,157,0,140,0,14.99,11.0,5.0,2017,7,15222.0,10,0,70.0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Golf Peaks,58000.00000000002,179,170,9,18.88888888888889,94.97206703910615,5.027932960893855,0,0,6,0,6,0,4.99,20.0,3.0,2018,9,527.0,27,0,94.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Smoked Gun,5000.000000000004,31,22,9,2.4444444444444446,70.96774193548387,29.03225806451613,1,0,0,0,0,0,0.99,20.0,5.0,2021,8,89.0,10,0,0.0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heaven Will Be Mine,10000.00000000001,291,272,19,14.31578947368421,93.47079037800687,6.529209621993128,4,0,304,0,304,0,14.99,12.0,2.0,2018,9,2630.0,10,0,93.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alien X,5999.999999999995,40,25,15,1.6666666666666667,62.5,37.5,0,0,0,0,0,0,0.99,20.0,4.0,2021,8,38.0,10,0,0.0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grisaia Phantom Trigger Vol.1,8000.0,266,246,20,12.3,92.4812030075188,7.518796992481203,4,0,15,0,15,0,14.99,8.0,2.0,2017,9,4914.0,12,0,92.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magical Diary: Horse Hall,67999.99999999994,951,852,99,8.606060606060606,89.58990536277602,10.410094637223976,2,0,277,0,226,0,14.99,20.0,5.0,2012,9,3913.0,10,0,89.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Record of Agarest War Mariage,5000.000000000004,123,80,43,1.8604651162790697,65.04065040650406,34.959349593495936,1,0,0,0,0,0,14.99,7.0,4.0,2019,6,3232.0,13,0,65.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dreaming Sarah,291999.99999999994,2195,1998,197,10.142131979695431,91.02505694760819,8.974943052391799,1,0,254,0,228,0,5.99,20.0,4.0,2015,9,3448.0,16,0,91.0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Choice of the Vampire,2999.9999999999977,24,13,11,1.1818181818181819,54.166666666666664,45.83333333333333,0,0,0,0,0,0,5.99,6.0,3.0,2018,6,126.0,10,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STRAFE: Gold Edition,280999.9999999998,2174,1591,583,2.7289879931389365,73.18307267709292,26.816927322907087,5,0,165,0,117,0,14.99,20.0,2.0,2017,7,12115.0,15,0,73.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neon Space 2,78000.00000000004,335,240,95,2.526315789473684,71.64179104477611,28.35820895522388,1,0,242,0,225,0,10.99,5.0,5.0,2016,7,334.0,10,0,71.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Don't Escape Trilogy,5000.000000000004,120,119,1,119.0,99.16666666666667,0.8333333333333334,2,0,14,0,14,0,4.99,13.0,3.0,2019,9,611.0,10,0,99.0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Evan's Remains,41000.00000000003,574,533,41,13.0,92.85714285714286,7.142857142857142,1,0,0,0,0,0,6.99,20.0,3.0,2020,9,2698.0,18,1,92.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SUPER BUILD,5000.000000000004,209,184,25,7.36,88.03827751196172,11.961722488038278,3,0,0,0,0,0,14.99,20.0,4.0,2019,9,5182.0,19,0,88.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Triton Survival,3999.9999999999995,22,18,4,4.5,81.81818181818183,18.181818181818183,0,0,0,0,0,0,14.99,20.0,4.0,2019,7,1161.0,10,0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rogue Star Rescue,1999.9999999999998,93,90,3,30.0,96.7741935483871,3.225806451612903,1,0,0,0,0,0,14.99,20.0,5.0,2021,9,647.0,20,0,96.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nuclear Power Station Creator,1999.9999999999998,53,8,45,0.17777777777777778,15.09433962264151,84.90566037735849,1,0,0,0,0,0,11.99,10.0,3.0,2019,4,512.0,11,0,15.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Desktop Dungeons,134000.00000000006,1305,1183,122,9.69672131147541,90.65134099616859,9.348659003831418,20,0,560,0,528,0,14.99,20.0,5.0,2013,9,11136.0,11,1,90.0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
APE OUT,93000.00000000001,1648,1558,90,17.31111111111111,94.53883495145631,5.461165048543689,3,0,0,0,0,0,14.99,20.0,4.0,2019,9,10982.0,18,1,94.0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ratty Catty,36999.99999999997,561,347,214,1.6214953271028036,61.853832442067734,38.146167557932266,2,0,0,0,0,0,14.99,20.0,6.0,2017,6,2107.0,13,0,61.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ultrawings,18999.999999999993,360,319,41,7.780487804878049,88.61111111111111,11.38888888888889,0,0,613,0,613,0,14.99,5.0,0.0,2017,9,2606.0,17,0,88.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delicious - Emily's Home Sweet Home,2999.9999999999977,69,65,4,16.25,94.20289855072464,5.797101449275362,3,0,0,0,0,0,12.99,4.0,4.0,2016,9,328.0,14,0,94.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Space Impossible,2999.9999999999977,103,98,5,19.6,95.14563106796116,4.854368932038835,2,0,0,0,0,0,12.99,7.0,4.0,2016,9,1280.0,10,0,95.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wildfire,131999.99999999994,385,308,77,4.0,80.0,20.0,16,22,120,22,84,0,14.99,20.0,1.0,2020,9,7185.0,17,1,80.0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Let`s not stay friends,18000.000000000007,228,187,41,4.560975609756097,82.01754385964912,17.982456140350877,2,0,6,0,6,0,5.99,12.0,2.0,2017,9,1074.0,11,0,82.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Low Magic Age,169000.00000000012,2051,1873,178,10.52247191011236,91.32130667966845,8.678693320331545,133,0,100,0,86,0,14.99,20.0,6.0,2017,9,16994.0,14,0,91.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time To Stop Time,2999.9999999999977,73,57,16,3.5625,78.08219178082192,21.91780821917808,0,0,0,0,0,0,14.99,20.0,2.0,2020,7,2364.0,17,0,78.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wintermoor Tactics Club,11999.999999999993,272,255,17,15.0,93.75,6.25,1,0,0,0,0,0,14.99,20.0,5.0,2020,9,3465.0,15,1,93.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maitetsu,10000.00000000001,282,269,13,20.692307692307693,95.39007092198581,4.609929078014184,4,0,191,0,191,0,14.99,15.0,1.0,2018,9,3468.0,11,0,95.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lunar Flight,83999.99999999996,617,509,108,4.712962962962963,82.49594813614263,17.504051863857377,1,0,67,0,55,0,14.99,11.0,0.0,2012,9,0.0,10,0,82.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sable's Grimoire,5999.999999999995,96,93,3,31.0,96.875,3.125,3,0,68,0,68,0,14.99,6.0,3.0,2018,9,794.0,10,0,96.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Incredible Adventures of Van Helsing,843000.0000000005,8377,6979,1398,4.9921316165951355,83.31144801241494,16.688551987585054,45,20,202,20,418,0,14.99,20.0,4.0,2013,9,24699.0,19,1,83.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tevris,999.9999999999998,5,0,5,0.0,0.0,100.0,0,0,0,0,0,1,0.99,5.0,0.0,2017,1,47.0,10,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
China: Mao's legacy,62000.00000000005,423,391,32,12.21875,92.43498817966903,7.5650118203309695,7,0,652,0,607,0,6.99,20.0,3.0,2019,9,2773.0,11,0,92.0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wait! Life is beautiful!,2999.9999999999977,74,62,12,5.166666666666667,83.78378378378379,16.216216216216218,2,0,0,0,0,0,4.99,20.0,3.0,2020,9,1014.0,15,0,81.0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bottle,999.9999999999998,362,234,128,1.828125,64.64088397790056,35.35911602209944,1,0,143,0,143,1,0.99,20.0,4.0,2016,6,1176.0,12,0,64.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hybrid Animals,47999.99999999998,381,220,161,1.3664596273291925,57.74278215223097,42.25721784776903,1,0,0,0,0,0,6.99,10.0,4.0,2016,6,4022.0,10,0,57.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tactics & Strategy Master 2:Princess of Holy Light（圣光战姬）,18999.999999999993,147,94,53,1.7735849056603774,63.94557823129252,36.054421768707485,0,0,0,0,0,0,7.99,20.0,4.0,2019,6,2484.0,12,0,63.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
World Puzzle,3999.9999999999995,14,3,11,0.2727272727272727,21.428571428571427,78.57142857142857,0,0,0,0,0,1,2.99,8.0,2.0,2020,1,3266.0,11,0,0.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zombie Night Terror,246999.9999999998,2277,2115,162,13.055555555555555,92.88537549407114,7.114624505928854,23,0,232,0,203,0,12.99,20.0,3.0,2016,9,15756.0,20,1,92.0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Beat Blast,10999.999999999998,172,165,7,23.571428571428573,95.93023255813954,4.069767441860465,2,0,0,0,0,0,13.99,20.0,6.0,2020,9,2950.0,38,0,95.0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FEB - Brazilian Elite Force,5000.000000000004,3,3,0,3.0,100.0,0.0,0,0,0,0,0,0,1.99,5.0,2.0,2020,1,21.0,11,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Destructo,999.9999999999998,6,4,2,2.0,66.66666666666666,33.33333333333333,2,0,0,0,0,0,6.99,14.0,3.0,2021,1,105.0,10,0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eight Mini Racers,79999.99999999994,61,35,26,1.3461538461538463,57.377049180327866,42.62295081967213,0,0,240,0,249,1,3.99,2.0,3.0,2016,7,0.0,10,0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jellyfish,2999.9999999999977,44,23,21,1.0952380952380953,52.27272727272727,47.72727272727273,0,0,0,0,0,1,0.99,12.0,6.0,2017,6,167.0,11,0,0.0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Memories of a Vagabond,365000.00000000023,1141,921,220,4.1863636363636365,80.71866783523225,19.281332164767747,3,0,231,0,215,1,4.99,5.0,4.0,2014,6,0.0,10,0,80.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Test,58000.00000000002,3477,3299,178,18.53370786516854,94.88064423353467,5.119355766465343,1,0,0,0,0,0,1.99,20.0,1.0,2020,9,1230.0,10,0,94.0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
